protein1 protein2
YMR193W YNL252C
YMR193W YDR064W
YMR193W YNL177C
YMR193W YDR175C
YMR193W YPR100W
YMR193W YPR166C
YMR193W YNL306W
YMR193W YOR063W
YMR193W YDR322W
YMR193W YGR034W
YMR193W YBL090W
YMR193W YMR286W
YMR193W YML009C
YMR193W YOR150W
YMR193W YPL131W
YMR193W YDR337W
YMR193W YDR237W
YMR193W YHR038W
YMR193W YPL183W-A
YMR193W YJR123W
YMR193W YMR188C
YMR193W YBL038W
YMR193W YNL185C
YMR193W YDR462W
YMR193W YGR220C
YMR193W YGL103W
YMR193W YLR344W
YMR193W YDL045W-A
YMR193W YNL137C
YMR193W YNR037C
YMR193W YGL129C
YMR193W YGR215W
YMR193W YPL013C
YMR193W YBR146W
YMR193W YDR036C
YMR193W YPL173W
YMR193W YKL138C
YMR193W YNL122C
YMR193W YKL003C
YMR193W YKR085C
YMR193W YGL068W
YMR193W YJR113C
YMR193W YCR003W
YMR193W YKL170W
YMR193W YBR282W
YMR193W YNL284C
YMR193W YHL015W
YMR193W YOL127W
YMR193W YML025C
YMR193W YMR158W
YMR194W YLR333C
YMR194W YKR057W
YMR194W YPR102C
YMR194W YDR064W
YMR194W YHL015W
YMR194W YOR182C
YMR194W YJL190C
YMR194W YPR132W
YMR194W YML024W
YMR194W YDR385W
YMR194W YFR031C-A
YMR194W YBL092W
YMR194W YHL033C
YMR194W YKL170W
YMR194W YLR367W
YMR194W YLR150W
YMR194W YBL027W
YMR194W YNL162W
YMR194W YNL301C
YMR194W YER056C-A
YMR194W YJL189W
YMR194W YOL039W
YMR194W YGR085C
YMR194W YDL061C
YMR194W YOR063W
YMR194W YDR101C
YMR194W YML063W
YMR194W YKL172W
YMR194W YLR061W
YMR194W YHR170W
YMR194W YHL001W
YMR194W YHR010W
YMR194W YBR031W
YMR194W YPL090C
YMR194W YER131W
YMR194W YOL127W
YMR194W YBR191W
YMR194W YDL130W
YMR194W YGR214W
YMR194W YPL093W
YMR194W YPR016C
YMR194W YPL143W
YMR194W YGR148C
YMR194W YKL009W
YMR194W YOL120C
YMR194W YER102W
YMR194W YLR441C
YMR194W YNL069C
YMR194W YLR388W
YMR194W YAL003W
YMR194W YOL121C
YMR194W YPR043W
YMR194W YLR340W
YMR194W YGL031C
YMR194W YLR287C-A
YMR194W YOR312C
YMR194W YJL177W
YMR194W YJR113C
YMR194W YDL136W
YMR194W YLR167W
YMR194W YLR075W
YMR194W YEL026W
YMR194W YMR116C
YMR194W YFR032C-A
YMR194W YGL076C
YMR194W YDR447C
YMR194W YNL096C
YMR194W YKL156W
YMR194W YGL189C
YMR194W YBL087C
YMR194W YKL180W
YMR194W YLR264W
YMR194W YJL136C
YMR194W YNL002C
YMR194W YIL148W
YMR194W YHR141C
YMR194W YGR027C
YMR194W YGL123W
YMR194W YNL178W
YMR194W YNL302C
YMR194W YMR242C
YMR194W YDL191W
YMR194W YNL067W
YMR194W YKR094C
YMR194W YMR143W
YMR194W YAL035W
YMR194W YGL099W
YMR194W YDL075W
YMR194W YLL045C
YMR194W YPL220W
YMR194W YDL082W
YMR194W YDR471W
YMR194W YJL191W
YMR194W YIL133C
YMR194W YDR450W
YMR194W YPL249C-A
YMR194W YLR029C
YMR194W YBR048W
YMR194W YML073C
YMR194W YDL081C
YMR194W YOL040C
YMR194W YCR031C
YMR194W YIL018W
YMR194W YLR448W
YMR194W YDR500C
YMR194W YEL054C
YMR194W YMR121C
YMR194W YNL081C
YMR194W YOR167C
YMR194W YLR344W
YMR194W YBR189W
YMR194W YFL034C-A
YMR194W YGL103W
YMR194W YOR133W
YMR194W YDR382W
YMR194W YPL081W
YMR194W YHR193C
YMR194W YIL069C
YMR194W YER074W
YMR194W YJR145C
YMR194W YJR094W-A
YMR194W YPL079W
YMR194W YMR230W
YMR194W YPL131W
YMR194W YGL135W
YMR194W YIL052C
YMR194W YML026C
YMR194W YGR118W
YMR194W YER117W
YMR194W YGR034W
YMR194W YPL198W
YMR194W YLR048W
YMR194W YLR009W
YMR194W YBR181C
YMR194W YLR406C
YMR194W YLR185W
YMR194W YLR325C
YMR194W YDR012W
YMR194W YER126C
YMR194W YKL056C
YMR194W YHR203C
YMR194W YGL030W
YMR194W YJR123W
YMR194W YOR293W
YMR194W YDR025W
YMR194W YOR096W
YMR194W YDR418W
YMR194W YGL147C
YMR194W YOR369C
YMR194W YOL077C
YMR194W YBR084C-A
YMR194W YKL006W
YMR194W YDL083C
YMR194W YOR234C
YMR194W YMR142C
YMR194W YBL072C
YMR194W YHR021C
YMR196W YOR173W
YMR196W YPR160W
YMR196W YML128C
YMR196W YMR250W
YMR196W YGR248W
YMR196W YMR105C
YMR196W YLR178C
YMR196W YML100W
YMR196W YPR184W
YMR197C YGL098W
YMR197C YOR106W
YMR197C YMR183C
YMR197C YBL050W
YMR197C YJR125C
YMR197C YLR396C
YMR197C YKL196C
YMR197C YGL095C
YMR197C YDL077C
YMR197C YML001W
YMR197C YLR026C
YMR197C YGL212W
YMR197C YLR078C
YMR197C YLR093C
YMR197C YOL018C
YMR197C YGR009C
YMR197C YBR080C
YMR197C YDR468C
YMR197C YDR080W
YMR197C YOR036W
YMR197C YMR231W
YMR197C YPL045W
YMR197C YPL232W
YMR197C YKL006C-A
YMR197C YAL030W
YMR197C YMR017W
YMR197C YDR189W
YMR197C YHL031C
YMR197C YLR268W
YMR197C YOR075W
YMR197C YAL014C
YMR197C YIL004C
YMR197C YDR164C
YMR197C YGL124C
YMR197C YOR327C
YMR197C YLR148W
YMR198W YER016W
YMR198W YPR141C
YMR199W YBR135W
YMR199W YBR160W
YMR199W YLR182W
YMR199W YJL157C
YMR199W YLR079W
YMR199W YOR083W
YMR199W YJR090C
YMR199W YPL256C
YMR200W YHR101C
YMR200W YBR229C
YMR200W YGL027C
YMR201C YNL082W
YMR201C YCR092C
YMR201C YPL167C
YMR201C YML021C
YMR201C YJR052W
YMR201C YAR007C
YMR201C YBL019W
YMR201C YOR346W
YMR201C YDR311W
YMR201C YPL022W
YMR201C YAL015C
YMR201C YNL312W
YMR201C YPR056W
YMR201C YEL037C
YMR201C YCR066W
YMR201C YER171W
YMR201C YDL140C
YMR201C YPL122C
YMR201C YER095W
YMR201C YDR079C-A
YMR201C YIL143C
YMR201C YDR097C
YMR201C YDR419W
YMR201C YDR460W
YMR201C YLR005W
YMR201C YBR114W
YMR201C YML032C
YMR201C YOL043C
YMR201C YML095C
YMR201C YGR258C
YMR201C YKL114C
YMR201C YDR416W
YMR201C YJR035W
YMR201C YMR167W
YMR201C YML060W
YMR201C YOL090W
YMR201C YER162C
YMR202W YHR190W
YMR202W YGR175C
YMR202W YGR060W
YMR202W YGL001C
YMR202W YHR072W
YMR202W YLR056W
YMR202W YGL012W
YMR202W YLR100W
YMR202W YDR213W
YMR202W YHR007C
YMR202W YER044C
YMR202W YML008C
YMR202W YML126C
YMR202W YNL280C
YMR202W YMR015C
YMR202W YJL034W
YMR203W YLR008C
YMR203W YNL055C
YMR203W YOR232W
YMR203W YNR017W
YMR203W YIL022W
YMR203W YML054C
YMR203W YBR179C
YMR203W YDR470C
YMR203W YAL048C
YMR203W YDR375C
YMR203W YGR033C
YMR203W YJL143W
YMR203W YLR304C
YMR203W YNR001C
YMR203W YKL195W
YMR203W YGR062C
YMR203W Q0130
YMR203W YHR005C-A
YMR203W YHR024C
YMR203W YNL131W
YMR203W YJR045C
YMR203W YLR259C
YMR203W YEL020W-A
YMR203W YPL063W
YMR203W YOR065W
YMR203W YMR056C
YMR203W YOR045W
YMR203W YJL104W
YMR203W YHR083W
YMR203W YLR439W
YMR203W YOL009C
YMR203W YBR170C
YMR203W YLL006W
YMR203W YGL068W
YMR203W YDL126C
YMR203W YGR231C
YMR203W YHR117W
YMR203W YNL121C
YMR203W YOR187W
YMR203W YNL037C
YMR203W YAL010C
YMR203W YOL026C
YMR203W YJR121W
YMR203W YGR082W
YMR203W YCL057C-A
YMR203W YDL217C
YMR203W YPR133W-A
YMR203W YER154W
YMR203W YKL067W
YMR203W YGR181W
YMR203W YDR188W
YMR203W YBL099W
YMR203W YKR016W
YMR203W YGR132C
YMR203W YJL054W
YMR203W YJR135W-A
YMR203W YIL114C
YMR203W YNL026W
YMR203W YLR069C
YMR203W YGL219C
YMR203W YNL070W
YMR203W YLR348C
YMR203W YMR060C
YMR203W YBR091C
YMR203W YDR049W
YMR204C YMR163C
YMR204C YDR329C
YMR205C YFR053C
YMR205C YGR043C
YMR205C YBR196C
YMR205C YGR240C
YMR205C YLR354C
YMR205C YPR160W
YMR205C YIL107C
YMR205C YBR117C
YMR205C YOR347C
YMR205C YAL038W
YMR205C YLR345W
YMR205C YLR377C
YMR205C YER003C
YMR205C YFL005W
YMR205C YKL060C
YMR205C YPR074C
YMR205C YJL155C
YMR205C YOL136C
YMR205C YDR516C
YMR205C YDR050C
YMR205C YCR012W
YMR206W YMR081C
YMR207C YNR016C
YMR207C YAL054C
YMR207C YKL182W
YMR207C YNL071W
YMR207C YDL182W
YMR207C YDL141W
YMR207C YPL231W
YMR207C YDL131W
YMR207C YOR221C
YMR207C YBL015W
YMR207C YNL104C
YMR207C YOR108W
YMR207C YLR153C
YMR207C YPL028W
YMR208W YHR072W
YMR208W YNR043W
YMR208W YGR175C
YMR208W YGL001C
YMR208W YGR060W
YMR208W YHR190W
YMR208W YPL028W
YMR208W YPL117C
YMR208W YLR100W
YMR208W YFR024C-A
YMR208W YMR220W
YMR208W YPL069C
YMR208W YLR450W
YMR208W YJL167W
YMR208W YML075C
YMR208W YML126C
YMR212C YDR208W
YMR212C YGR198W
YMR212C YLR305C
YMR213W YPL178W
YMR213W YDR364C
YMR213W YGL064C
YMR213W YML046W
YMR213W YKL074C
YMR213W YDL030W
YMR213W YKL012W
YMR213W YGL128C
YMR213W YNL245C
YMR213W YDR021W
YMR213W YDR243C
YMR213W YER133W
YMR213W YOR308C
YMR213W YLR275W
YMR213W YLR016C
YMR213W YMR288W
YMR213W YER036C
YMR213W YLR424W
YMR213W YER029C
YMR213W YKL095W
YMR213W YOL090W
YMR213W YLR147C
YMR213W YLL036C
YMR213W YDR163W
YMR213W YGR129W
YMR213W YGL181W
YMR213W YJR022W
YMR213W YPL119C
YMR213W YLR323C
YMR213W YPL213W
YMR213W YGL195W
YMR213W YKL173W
YMR213W YPR182W
YMR213W YPR152C
YMR213W YDL209C
YMR213W YFL017W-A
YMR213W YML049C
YMR213W YGL120C
YMR213W YOR253W
YMR213W YER172C
YMR213W YPL064C
YMR213W YKR022C
YMR213W YHR165C
YMR213W YKR054C
YMR213W YMR240C
YMR213W YAL032C
YMR213W YGR006W
YMR213W YDL043C
YMR213W YBR065C
YMR213W YNL138W-A
YMR213W YIR005W
YMR213W YDR432W
YMR213W YOR159C
YMR213W YDR416W
YMR213W YDR482C
YMR213W YER013W
YMR213W YCR063W
YMR213W YDR473C
YMR213W YPR094W
YMR213W YJL203W
YMR213W YJR050W
YMR213W YPL151C
YMR213W YBR188C
YMR213W YGR278W
YMR213W YDR088C
YMR213W YNR011C
YMR213W YMR216C
YMR213W YIR009W
YMR213W YDR235W
YMR213W YKR086W
YMR213W YGL174W
YMR213W YPR101W
YMR213W YGR074W
YMR213W YOR204W
YMR213W YLR117C
YMR213W YGR093W
YMR213W YLR116W
YMR214W YAL058W
YMR214W YKL073W
YMR214W YJL034W
YMR214W YOR085W
YMR214W YCL043C
YMR214W YJL073W
YMR215W YOR386W
YMR216C YLL036C
YMR216C YDR364C
YMR216C YKL074C
YMR216C YMR213W
YMR216C YLL019C
YMR216C YIL061C
YMR216C YDR432W
YMR217W YOR360C
YMR217W YPR144C
YMR217W YHR170W
YMR217W YJR069C
YMR217W YJL109C
YMR217W YJR103W
YMR217W YAR073W
YMR217W YER110C
YMR217W YEL026W
YMR217W YDR399W
YMR217W YKL216W
YMR217W YNL132W
YMR217W YLR060W
YMR217W YOR232W
YMR217W YNL209W
YMR217W YPL093W
YMR217W YML056C
YMR217W YGR061C
YMR217W YER005W
YMR217W YOR128C
YMR217W YBR248C
YMR217W YOR341W
YMR217W YLR432W
YMR217W YDR441C
YMR217W YNL112W
YMR217W YDR496C
YMR217W YKL181W
YMR217W YDR165W
YMR217W YMR304W
YMR217W YHR216W
YMR217W YPL225W
YMR217W YOL077C
YMR217W YLR175W
YMR217W YHR020W
YMR217W YMR131C
YMR217W YDR101C
YMR217W YMR049C
YMR217W YDR454C
YMR217W YDL084W
YMR217W YDR120C
YMR217W YOR124C
YMR217W YCR057C
YMR217W YGR103W
YMR217W YJL130C
YMR217W YLR196W
YMR217W YMR116C
YMR217W YNL220W
YMR217W YLR129W
YMR217W YLR359W
YMR217W YJR070C
YMR217W YLR197W
YMR217W YOR272W
YMR217W YPR010C
YMR217W YCL054W
YMR217W YOR145C
YMR217W YAR015W
YMR217W YBL039C
YMR217W YNL141W
YMR217W YNL061W
YMR217W YDR037W
YMR217W YDL014W
YMR217W YKL081W
YMR217W YHR089C
YMR217W YJL069C
YMR217W YMR290C
YMR217W YOR310C
YMR217W YML022W
YMR218C YDR472W
YMR218C YDR246W
YMR218C YML077W
YMR218C YKR068C
YMR218C YER136W
YMR218C YGR166W
YMR218C YDR108W
YMR218C YOR115C
YMR218C YFL038C
YMR218C YGL210W
YMR218C YPR181C
YMR218C YBR254C
YMR218C YDR407C
YMR218C YOR370C
YMR218C YEL048C
YMR218C YER031C
YMR219W YDR227W
YMR219W YOR156C
YMR219W YMR284W
YMR219W YAR002W
YMR220W YHR072W
YMR220W YMR208W
YMR220W YNR043W
YMR220W YHR190W
YMR220W YJL167W
YMR220W YPL028W
YMR220W YPL117C
YMR220W YML075C
YMR220W YML126C
YMR220W YLR100W
YMR223W YDR145W
YMR223W YGL066W
YMR223W YHR099W
YMR223W YOL148C
YMR223W YER148W
YMR223W YKR094C
YMR223W YGR252W
YMR223W YLR055C
YMR223W YDR224C
YMR223W YBR111W-A
YMR223W YBL002W
YMR223W YPL047W
YMR223W YLL039C
YMR223W YBR058C
YMR223W YGL058W
YMR223W YER164W
YMR223W YGL112C
YMR223W YBR198C
YMR223W YDR392W
YMR223W YMR236W
YMR223W YCL010C
YMR223W YLR167W
YMR223W YIL148W
YMR223W YDR167W
YMR223W YDL074C
YMR223W YDR448W
YMR223W YGL252C
YMR223W YDR176W
YMR223W YPL254W
YMR223W YBR081C
YMR224C YDR225W
YMR224C YHR164C
YMR224C YHL022C
YMR224C YDR369C
YMR224C YKL113C
YMR224C YBL003C
YMR224C YPL153C
YMR224C YER095W
YMR224C YMR284W
YMR224C YMR190C
YMR224C YML032C
YMR224C YBR136W
YMR224C YGL175C
YMR224C YMR106C
YMR224C YJL092W
YMR224C YNL250W
YMR224C YDR217C
YMR224C YAR007C
YMR224C YHR154W
YMR224C YPL022W
YMR224C YOR033C
YMR224C YOR005C
YMR224C YMR137C
YMR224C YBL088C
YMR225C YKL170W
YMR225C YGR220C
YMR225C YBR268W
YMR227C YML098W
YMR227C YDR167W
YMR227C YGR274C
YMR227C YGL112C
YMR227C YBR198C
YMR227C YML015C
YMR227C YGR186W
YMR227C YMR005W
YMR227C YMR236W
YMR227C YLR399C
YMR227C YCR042C
YMR227C YPL129W
YMR227C YPL011C
YMR227C YER148W
YMR227C YDR145W
YMR227C YPR086W
YMR227C YML114C
YMR227C YDL070W
YMR228W YFL036W
YMR229C YOR078W
YMR229C YDR339C
YMR229C YGR118W
YMR229C YCL031C
YMR229C YCL059C
YMR229C YLR051C
YMR229C YOR340C
YMR229C YJR145C
YMR229C YPL266W
YMR229C YBL072C
YMR229C YDL083C
YMR229C YDL153C
YMR229C YOR206W
YMR229C YAL025C
YMR229C YDR025W
YMR229C YOL077C
YMR229C YLR175W
YMR229C YHR203C
YMR229C YGR081C
YMR229C YBR247C
YMR229C YLR276C
YMR229C YKL099C
YMR229C YOR207C
YMR229C YGL078C
YMR229C YJL191W
YMR229C YOR061W
YMR229C YDR324C
YMR229C YDR450W
YMR229C YDR449C
YMR229C YNL112W
YMR229C YGR251W
YMR229C YGL123W
YMR229C YDR496C
YMR229C YNL178W
YMR229C YKL078W
YMR229C YGR159C
YMR229C YGL019W
YMR229C YDR299W
YMR229C YOR341W
YMR229C YPL217C
YMR229C YGR095C
YMR229C YKL082C
YMR229C YLR340W
YMR229C YCR072C
YMR229C YHR197W
YMR229C YMR128W
YMR229C YOL121C
YMR229C YDR060W
YMR229C YIL035C
YMR229C YHR052W
YMR229C YER102W
YMR229C YBL076C
YMR229C YPL093W
YMR229C YPL043W
YMR229C YLR186W
YMR229C YNL002C
YMR229C YOR001W
YMR229C YGR090W
YMR229C YNL132W
YMR229C YJR002W
YMR229C YLR106C
YMR229C YEL026W
YMR229C YLR449W
YMR229C YOR056C
YMR229C YLL011W
YMR229C YJR041C
YMR229C YPR143W
YMR229C YGR245C
YMR229C YPL146C
YMR229C YER082C
YMR229C YER110C
YMR229C YLR367W
YMR229C YDL148C
YMR229C YJL190C
YMR229C YHR065C
YMR229C YJL109C
YMR229C YDL031W
YMR229C YDR064W
YMR229C YPL226W
YMR229C YHR196W
YMR229C YPL090C
YMR229C YML093W
YMR229C YJL033W
YMR229C YOR004W
YMR229C YHR170W
YMR229C YBL004W
YMR229C YLR409C
YMR229C YJL010C
YMR229C YEL055C
YMR229C YPR144C
YMR229C YOR063W
YMR229C YKR024C
YMR229C YLR048W
YMR229C YLL008W
YMR229C YLR009W
YMR229C YBR181C
YMR229C YOL010W
YMR229C YBR142W
YMR229C YML026C
YMR229C YDR087C
YMR229C YNL175C
YMR229C YGL111W
YMR229C YPL131W
YMR229C YKL143W
YMR229C YOR116C
YMR229C YOR310C
YMR229C YNL308C
YMR229C YMR290C
YMR229C YHR169W
YMR229C YIL091C
YMR229C YOR096W
YMR229C YPL012W
YMR229C YIL019W
YMR229C YDL060W
YMR229C YNR054C
YMR229C YNR053C
YMR229C YJR123W
YMR229C YDL014W
YMR229C YER126C
YMR229C YJL069C
YMR229C YKR092C
YMR229C YNL075W
YMR229C YOL041C
YMR229C YCR031C
YMR229C YBR048W
YMR229C YDR398W
YMR229C YKR081C
YMR229C YNL061W
YMR229C YOR294W
YMR229C YGL099W
YMR229C YMR143W
YMR229C YNL110C
YMR229C YOR145C
YMR229C YBL024W
YMR229C YHR148W
YMR229C YPR010C
YMR229C YGR128C
YMR229C YPL081W
YMR229C YBR189W
YMR229C YDL213C
YMR229C YCL054W
YMR229C YLR222C
YMR229C YNL248C
YMR229C YOR272W
YMR229C YPL126W
YMR229C YGL120C
YMR229C YGL171W
YMR229C YMR014W
YMR229C YLR197W
YMR229C YPR112C
YMR229C YLR002C
YMR229C YPR110C
YMR229C YMR093W
YMR229C YPL013C
YMR229C YKL009W
YMR229C YDR365C
YMR229C YLR441C
YMR229C YDR174W
YMR229C YKL021C
YMR229C YGR214W
YMR229C YFL002C
YMR229C YNL096C
YMR229C YLR129W
YMR229C YDR083W
YMR229C YPR137W
YMR229C YOR039W
YMR229C YOR287C
YMR229C YNR038W
YMR229C YPL211W
YMR229C YKR060W
YMR229C YGR145W
YMR229C YGR103W
YMR229C YPR132W
YMR229C YLR196W
YMR229C YOL021C
YMR229C YDR280W
YMR229C YER127W
YMR229C YLR336C
YMR229C YNL224C
YMR229C YDL208W
YMR229C YDR120C
YMR229C YCR057C
YMR229C YLR003C
YMR229C YMR131C
YMR229C YNL062C
YMR229C YMR049C
YMR229C YDR101C
YMR229C YJL050W
YMR229C YER006W
YMR229C YKL172W
YMR229C YML063W
YMR229C YKL014C
YMR230W YDL083C
YMR230W YOR234C
YMR230W YBL072C
YMR230W YMR142C
YMR230W YDR025W
YMR230W YOR293W
YMR230W YBR079C
YMR230W YOR369C
YMR230W YBR084C-A
YMR230W YKL056C
YMR230W YGL030W
YMR230W YHR203C
YMR230W YDR012W
YMR230W YIL052C
YMR230W YGR118W
YMR230W YPL079W
YMR230W YHR193C
YMR230W YJR145C
YMR230W YDR382W
YMR230W YCR077C
YMR230W YEL054C
YMR230W YNL081C
YMR230W YDR500C
YMR230W YML073C
YMR230W YDL082W
YMR230W YDR471W
YMR230W YPL220W
YMR230W YJL191W
YMR230W YLR029C
YMR230W YDR450W
YMR230W YIL133C
YMR230W YLL045C
YMR230W YNL178W
YMR230W YGL123W
YMR230W YMR242C
YMR230W YDL191W
YMR230W YKR094C
YMR230W YNL067W
YMR230W YNL002C
YMR230W YIL148W
YMR230W YJL136C
YMR230W YDR447C
YMR230W YBL087C
YMR230W YGL189C
YMR230W YKL156W
YMR230W YKL180W
YMR230W YFR032C-A
YMR230W YLR287C-A
YMR230W YOR312C
YMR230W YPL048W
YMR230W YGR054W
YMR230W YJL177W
YMR230W YLR340W
YMR230W YGL031C
YMR230W YNL069C
YMR230W YAL003W
YMR230W YOL121C
YMR230W YER102W
YMR230W YPL143W
YMR230W YBR031W
YMR230W YPL090C
YMR230W YER131W
YMR230W YHR010W
YMR230W YHL001W
YMR230W YDL061C
YMR230W YGR085C
YMR230W YOR063W
YMR230W YNL162W
YMR230W YBL027W
YMR230W YER056C-A
YMR230W YNL301C
YMR230W YOL039W
YMR230W YJL189W
YMR230W YBL092W
YMR230W YLR367W
YMR230W YJL190C
YMR230W YFR031C-A
YMR230W YLR333C
YMR230W YDR064W
YMR230W YHR021C
YMR230W YOR096W
YMR230W YDR418W
YMR230W YGL147C
YMR230W YKL006W
YMR230W YKL081W
YMR230W YJR123W
YMR230W YLR325C
YMR230W YLR185W
YMR230W YLR406C
YMR230W YGR034W
YMR230W YLR048W
YMR230W YPL198W
YMR230W YBR181C
YMR230W YML026C
YMR230W YMR194W
YMR230W YER117W
YMR230W YJR094W-A
YMR230W YGL135W
YMR230W YPL131W
YMR230W YIL069C
YMR230W YER074W
YMR230W YOR133W
YMR230W YPL081W
YMR230W YOR167C
YMR230W YBR189W
YMR230W YLR344W
YMR230W YFL034C-A
YMR230W YGL103W
YMR230W YMR121C
YMR230W YDL081C
YMR230W YBR048W
YMR230W YCR031C
YMR230W YOL040C
YMR230W YIL018W
YMR230W YLR448W
YMR230W YMR146C
YMR230W YPL249C-A
YMR230W YMR143W
YMR230W YAL035W
YMR230W YDL075W
YMR230W YNL302C
YMR230W YLR264W
YMR230W YHR141C
YMR230W YGR027C
YMR230W YNL096C
YMR230W YLR075W
YMR230W YLR167W
YMR230W YMR116C
YMR230W YGL076C
YMR230W YDL136W
YMR230W YJR113C
YMR230W YPR043W
YMR230W YLR388W
YMR230W YOL120C
YMR230W YLR441C
YMR230W YBR191W
YMR230W YDL130W
YMR230W YGR214W
YMR230W YGR148C
YMR230W YOL127W
YMR230W YLR061W
YMR230W YML063W
YMR230W YDR429C
YMR230W YHL033C
YMR230W YOR182C
YMR230W YML024W
YMR230W YDR385W
YMR230W YPR132W
YMR230W YMR260C
YMR230W YHL015W
YMR230W YPR102C
YMR230W YKR057W
YMR230W-A YLR307C-A
YMR231W YGL124C
YMR231W YDR323C
YMR231W YLR148W
YMR231W YKR014C
YMR231W YDR495C
YMR231W YOR106W
YMR231W YNL304W
YMR231W YML001W
YMR231W YAL002W
YMR231W YDR164C
YMR231W YPL045W
YMR231W YLR240W
YMR231W YDR080W
YMR231W YMR197C
YMR231W YOR089C
YMR231W YGL095C
YMR231W YLR396C
YMR231W YDL077C
YMR231W YGL212W
YMR232W YCR009C
YMR232W YKR055W
YMR232W YCL027W
YMR232W YAL048C
YMR232W YPR165W
YMR232W YLR229C
YMR232W YIL118W
YMR234W YNL072W
YMR235C YDR473C
YMR235C YDL064W
YMR235C YPR178W
YMR235C YLR347C
YMR235C YGR218W
YMR235C YDL043C
YMR235C YLR335W
YMR235C YKL205W
YMR235C YJL041W
YMR235C YNR011C
YMR235C YLR293C
YMR235C YDR002W
YMR235C YOR185C
YMR235C YPL020C
YMR235C YGL097W
YMR235C YNL189W
YMR235C YDR510W
YMR235C YPL169C
YMR235C YER009W
YMR235C YIL115C
YMR235C YDR335W
YMR235C YOR098C
YMR235C YIL063C
YMR236W YDR448W
YMR236W YMR227C
YMR236W YDR176W
YMR236W YBR081C
YMR236W YPL254W
YMR236W YGR274C
YMR236W YML098W
YMR236W YDR167W
YMR236W YDR392W
YMR236W YCL010C
YMR236W YMR005W
YMR236W YER164W
YMR236W YML015C
YMR236W YBR198C
YMR236W YGL112C
YMR236W YPL129W
YMR236W YPL011C
YMR236W YPL047W
YMR236W YCR042C
YMR236W YMR223W
YMR236W YML114C
YMR236W YBR111W-A
YMR236W YLR055C
YMR236W YGR252W
YMR236W YGL066W
YMR236W YDR145W
YMR236W YPR086W
YMR236W YHR099W
YMR236W YER148W
YMR236W YOL148C
YMR237W YKR027W
YMR237W YDL192W
YMR237W YLR330W
YMR237W YJL099W
YMR237W YOR299W
YMR238W YKL046C
YMR239C YLL011W
YMR239C YOR001W
YMR239C YOL080C
YMR239C YHR052W
YMR239C YPL043W
YMR239C YHR197W
YMR239C YPL190C
YMR239C YHR196W
YMR239C YML093W
YMR239C YOR004W
YMR239C YJL033W
YMR239C YGL173C
YMR239C YKL078W
YMR239C YDR299W
YMR239C YNL112W
YMR239C YLR430W
YMR239C YLR276C
YMR239C YGL078C
YMR239C YPR137W
YMR239C YDR335W
YMR239C YMR093W
YMR239C YGL120C
YMR239C YPR112C
YMR239C YJL050W
YMR239C YGR145W
YMR239C YNL182C
YMR239C YNR053C
YMR239C YHR169W
YMR239C YPL012W
YMR239C YBR142W
YMR239C YHR148W
YMR239C YOR048C
YMR240C YDL043C
YMR240C YAL032C
YMR240C YBR152W
YMR240C YNL286W
YMR240C YPR178W
YMR240C YLR259C
YMR240C YBR065C
YMR240C YDR416W
YMR240C YDR482C
YMR240C YGR091W
YMR240C YIR005W
YMR240C YNL147W
YMR240C YNL138W-A
YMR240C YDL087C
YMR240C YOR159C
YMR240C YDR473C
YMR240C YLR438C-A
YMR240C YJL203W
YMR240C YPR094W
YMR240C YCR063W
YMR240C YNR011C
YMR240C YGR278W
YMR240C YEL026W
YMR240C YPL151C
YMR240C YIL061C
YMR240C YGL174W
YMR240C YDR235W
YMR240C YIR009W
YMR240C YER112W
YMR240C YDR378C
YMR240C YGR074W
YMR240C YPR101W
YMR240C YDR240C
YMR240C YLR117C
YMR240C YML046W
YMR240C YDR364C
YMR240C YER146W
YMR240C YKL074C
YMR240C YKL012W
YMR240C YDL030W
YMR240C YOR308C
YMR240C YLR275W
YMR240C YMR213W
YMR240C YBR055C
YMR240C YPR082C
YMR240C YER029C
YMR240C YLR147C
YMR240C YLR016C
YMR240C YOR319W
YMR240C YMR288W
YMR240C YPL213W
YMR240C YLR323C
YMR240C YDL098C
YMR240C YLR298C
YMR240C YGL195W
YMR240C YGR129W
YMR240C YLL036C
YMR240C YDR163W
YMR240C YJR022W
YMR240C YBL026W
YMR240C YML049C
YMR240C YGR013W
YMR240C YGL120C
YMR240C YKL173W
YMR240C YFL017W-A
YMR240C YDL209C
YMR240C YBR237W
YMR240C YPR182W
YMR240C YHR086W
YMR240C YBR119W
YMR240C YKR054C
YMR240C YHR165C
YMR240C YER172C
YMR240C YPL064C
YMR241W YDL198C
YMR242C YDR101C
YMR242C YML063W
YMR242C YLR061W
YMR242C YOL127W
YMR242C YKR057W
YMR242C YPR102C
YMR242C YHL015W
YMR242C YOR182C
YMR242C YPR132W
YMR242C YDR385W
YMR242C YML024W
YMR242C YHL033C
YMR242C YDR429C
YMR242C YJR113C
YMR242C YDL136W
YMR242C YMR116C
YMR242C YLR167W
YMR242C YLR075W
YMR242C YGL076C
YMR242C YNL096C
YMR242C YHR141C
YMR242C YLR264W
YMR242C YGR027C
YMR242C YDL130W
YMR242C YBR191W
YMR242C YGR148C
YMR242C YGR214W
YMR242C YOL120C
YMR242C YKL009W
YMR242C YLR441C
YMR242C YLR388W
