node1 node2
CUP2 GYP7
CUP2 HO
CUP2 YDL144C
CUP2 RPP1B
CUP2 ATG20
CUP2 MRK1
CUP2 RPS29B
CUP2 KNH1
CUP2 NOP1
CUP2 SNQ2
CUP2 GCV1
CUP2 PST2
CUP2 YDR034W-B
CUP2 PST1
CUP2 TGL2
CUP2 HTA1
CUP2 AMD2
CUP2 MTH1
CUP2 HXT7
CUP2 HXT6
CUP2 YDR391C
CUP2 HSP31
CUP2 DLD3
CUP2 HXT13
CUP2 SOM1
CUP2 SDD1
CUP2 GLC3
CUP2 TIR1
CUP2 RGI1
CUP2 SPI1
CUP2 YER158C
CUP2 AGX1
CUP2 MDJ1
CUP2 HSP12
CUP2 HXT10
CUP2 IGD1
CUP2 HXK1
CUP2 ZIP2
CUP2 AMS1
CUP2 RPL9A
CUP2 RRT6
CUP2 STF2
CUP2 YGR045C
CUP2 YGR079W
CUP2 PDC6
CUP2 CTT1
CUP2 CLB6
CUP2 TPO2
CUP2 GPC1
CUP2 YHB1
CUP2 SOL4
CUP2 ENO1
CUP2 GND2
CUP2 RAD2
CUP2 WSC4
CUP2 AIM17
CUP2 YHL012W
CUP2 QCR10
CUP2 YHR022C
CUP2 FSH1
CUP2 RTC3
CUP2 SPL2
CUP2 YHR140W
CUP2 YHR145C
CUP2 SPO16
CUP2 CRG1
CUP2 YHR214W
CUP2 RPL16A
CUP2 SIM1
CUP2 QDR2
CUP2 PRM5
CUP2 RGI2
CUP2 HYR1
CUP2 HXT9
CUP2 PIR5
CUP2 INO1
CUP2 MEF2
CUP2 BNA1
CUP2 JEN1
CUP2 MIA40
CUP2 NNR2
CUP2 OAC1
CUP2 HAP4
CUP2 YKL091C
CUP2 GPX1
CUP2 RPL14A
CUP2 TIF1
CUP2 KTR2
CUP2 RNP1
CUP2 HSP104
CUP2 YLR042C
CUP2 EMP46
CUP2 GAL2
CUP2 AHP1
CUP2 USB1
CUP2 TFS1
CUP2 NCW2
CUP2 SYM1
CUP2 YLR252W
CUP2 GSY2
CUP2 YLR297W
CUP2 ACO1
CUP2 ATG39
CUP2 TMA10
CUP2 SPO77
CUP2 ATG33
CUP2 REH1
CUP2 MSC1
CUP2 PHO84
CUP2 TSL1
CUP2 AIM33
CUP2 PLB2
CUP2 HXT2
CUP2 SPO20
CUP2 MSS1
CUP2 ISF1
CUP2 PGM2
CUP2 REC114
CUP2 HSC82
CUP2 GCV2
CUP2 GAS3
CUP2 RPS10B
CUP2 GAD1
CUP2 HOR7
CUP2 DIA1
CUP2 GOR1
CUP2 YNL208W
CUP2 NNR1
CUP2 YGP1
CUP2 YPT53
CUP2 PBI2
CUP2 IDP3
CUP2 CIT1
CUP2 NRM1
CUP2 YNR064C
CUP2 YNR068C
CUP2 HXT17
CUP2 HXT11
CUP2 HPF1
CUP2 ARG8
CUP2 YOL131W
CUP2 ARG1
CUP2 DDR2
CUP2 RRT8
CUP2 LDS2
CUP2 HMS1
CUP2 YOR041C
CUP2 RCN2
CUP2 YOR268C
CUP2 RDL1
CUP2 YOR289W
CUP2 YOR338W
CUP2 ATF1
CUP2 YPL247C
CUP2 USV1
CUP2 CDC60
CUP2 ATG5
CUP2 GDE1
CUP2 YPL088W
CUP2 YDC1
CUP2 SUR1
CUP2 YPL044C
CUP2 PMA2
CUP2 IRC15
CUP2 PDH1
CUP2 RPL43A
CUP2 GPH1
CUP2 FLC2
CUP2 SSA1
CUP2 YAR066W
CUP2 YAR068W
CUP2 ECM13
CUP2 HTA2
CUP2 HTB2
CUP2 UGA2
CUP2 HHF1
CUP2 YRO2
CUP2 ARG3
CUP2 MPM1
CUP2 TDH1
CUP2 KAR2
SUT1 ARA1
SUT1 COS111
SUT1 OM14
SUT1 GPX2
SUT1 SDH8
SUT1 MAL31
SUT1 MAL32
SUT1 SPS22
SUT1 GRX1
SUT1 HSP30
SUT1 PRR2
SUT1 STF1
SUT1 YDL124W
SUT1 KNH1
SUT1 GCV1
SUT1 MIX14
SUT1 YDR034W-B
SUT1 UBC5
SUT1 SED1
SUT1 ADR1
SUT1 COX20
SUT1 AMD2
SUT1 HSP78
SUT1 MTH1
SUT1 ARO10
SUT1 HSP31
SUT1 PRB1
SUT1 CYC7
SUT1 TIR1
SUT1 PIC2
SUT1 SHC1
SUT1 SPI1
SUT1 YER158C
SUT1 CAK1
SUT1 HSP12
SUT1 HXT10
SUT1 IGD1
SUT1 VRG4
SUT1 POX1
SUT1 GPG1
SUT1 PRM8
SUT1 GSC2
SUT1 YGR066C
SUT1 YGR079W
SUT1 PDC6
SUT1 CLD1
SUT1 SHY1
SUT1 RTS3
SUT1 YHB1
SUT1 MIC26
SUT1 PEX21
SUT1 MAL12
SUT1 AIM17
SUT1 QCR10
SUT1 YHR022C
SUT1 FSH1
SUT1 PCL5
SUT1 RTC3
SUT1 GAR1
SUT1 GRE3
SUT1 NDT80
SUT1 ARO9
SUT1 YHR140W
SUT1 GUT2
SUT1 POG1
SUT1 SDP1
SUT1 COX5B
SUT1 PFK26
SUT1 XBP1
SUT1 YIL100W
SUT1 SGA1
SUT1 RNR3
SUT1 RGI2
SUT1 PDR11
SUT1 FMP33
SUT1 HSP150
SUT1 INO1
SUT1 ROQ1
SUT1 MEF2
SUT1 MHO1
SUT1 MET3
SUT1 ANB1
SUT1 JHD2
SUT1 DAN1
SUT1 JEN1
SUT1 MIA40
SUT1 YKL162C
SUT1 MRP8
SUT1 HAP4
SUT1 YKL091C
SUT1 MSN4
SUT1 GPX1
SUT1 YKR011C
SUT1 YKR012C
SUT1 PLN1
SUT1 KNS1
SUT1 YLR042C
SUT1 SHM2
SUT1 GAL2
SUT1 SUL2
SUT1 YLR149C
SUT1 UPS2
SUT1 HMX1
SUT1 IFH1
SUT1 HSP60
SUT1 BOP2
SUT1 YLR297W
SUT1 ACO1
SUT1 ATG39
SUT1 PEX30
SUT1 TMA10
SUT1 FBP1
SUT1 PUN1
SUT1 TSL1
SUT1 AIM33
SUT1 CAT2
SUT1 GLO1
SUT1 MIX17
SUT1 HXT2
SUT1 MSS1
SUT1 PGM2
SUT1 REC114
SUT1 NDE1
SUT1 PAI3
SUT1 ADD37
SUT1 GCV2
SUT1 YMR245W
SUT1 HOR7
SUT1 YMR315W
SUT1 BXI1
SUT1 PRM1
SUT1 MET2
SUT1 GOR1
SUT1 YTP1
SUT1 YNL234W
SUT1 YNL194C
SUT1 YGP1
SUT1 YNL134C
SUT1 AQR1
SUT1 IDH1
SUT1 SIS1
SUT1 ATO2
SUT1 HXT17
SUT1 HPF1
SUT1 YOL131W
SUT1 PHM7
SUT1 ATG19
SUT1 SDH5
SUT1 RPS15
SUT1 HMS1
SUT1 TMC1
SUT1 GCY1
SUT1 BAG7
SUT1 DCS2
SUT1 THI72
SUT1 ISU2
SUT1 YOR268C
SUT1 YOR289W
SUT1 YOR345C
SUT1 GDH1
SUT1 FDH1
SUT1 YPL277C
SUT1 YPL247C
SUT1 USV1
SUT1 FMP40
SUT1 YDC1
SUT1 PMA2
SUT1 SMA1
SUT1 PDH1
SUT1 CSR2
SUT1 OPT2
SUT1 BDH1
SUT1 GCV3
SUT1 PRX1
SUT1 EDS1
SUT1 YRO2
SUT1 HSP26
SUT1 UBC4
SUT1 UBX6
TOS8 YBR099C
TOS8 GPX2
TOS8 PHO89
TOS8 SPS22
TOS8 AGP1
TOS8 GIT1
TOS8 HBT1
TOS8 FMP45
TOS8 YDL114W
TOS8 KNH1
TOS8 YDR008C
TOS8 YDR034W-B
TOS8 PST1
TOS8 FMP16
TOS8 YDR401W
TOS8 CYC7
TOS8 UTR5
TOS8 TIR1
TOS8 THI5
TOS8 YFR054C
TOS8 VEL1
TOS8 MTL1
TOS8 NQM1
TOS8 YGR079W
TOS8 CTT1
TOS8 CLB6
TOS8 TPO2
TOS8 RTS3
TOS8 PEX21
TOS8 WSC4
TOS8 HXT5
TOS8 SPS100
TOS8 REC104
TOS8 YHR214W
TOS8 PRM5
TOS8 COX5B
TOS8 XBP1
TOS8 SGA1
TOS8 HXT9
TOS8 ANB1
TOS8 DAN1
TOS8 JEN1
TOS8 GEX2
TOS8 YLR042C
TOS8 YLR297W
TOS8 CIS1
TOS8 YLR349W
TOS8 SMA2
TOS8 HXT2
TOS8 MSS1
TOS8 SHH3
TOS8 NDE1
TOS8 SIP18
TOS8 THI12
TOS8 YNL319W
TOS8 PRM1
TOS8 MET2
TOS8 YNL194C
TOS8 AQR1
TOS8 ATO2
TOS8 EGO4
TOS8 YNR071C
TOS8 HXT11
TOS8 HPF1
TOS8 PHM7
TOS8 YOL013W-A
TOS8 CRC1
TOS8 CPA1
TOS8 SPS4
TOS8 UBC11
TOS8 FDH1
TOS8 GRE1
TOS8 PMA2
TOS8 HAL1
TOS8 YAR066W
TOS8 YRO2
TOS8 YJL045W
TOS8 MNC1
TOS8 YCL048W-A
HSF1 SEO1
HSF1 TDA8
HSF1 YAL064W
HSF1 VID24
HSF1 TKL2
HSF1 TPS1
HSF1 AGP2
HSF1 ATG42
HSF1 TOS1
HSF1 SSE2
HSF1 NPL4
HSF1 RPS6B
HSF1 YPC1
HSF1 PCH2
HSF1 GDT1
HSF1 RPS9B
HSF1 RPL21A
HSF1 OM14
HSF1 THI2
HSF1 YBR241C
HSF1 SPO23
HSF1 YBR285W
HSF1 SUL1
HSF1 PHO89
HSF1 PRD1
HSF1 YCL049C
HSF1 SPS22
HSF1 YCL042W
HSF1 GLK1
HSF1 SRO9
HSF1 GRX1
HSF1 AGP1
HSF1 YCL001W-A
HSF1 CIT2
HSF1 YCR007C
HSF1 YCR013C
HSF1 SRD1
HSF1 HSP30
HSF1 RPS14A
HSF1 RRT12
HSF1 FUB1
HSF1 SSB1
HSF1 HO
HSF1 HBT1
HSF1 FMP45
HSF1 GDH2
HSF1 PRR2
HSF1 RTN2
HSF1 RPL35A
HSF1 INH1
HSF1 YDL172C
HSF1 UGX2
HSF1 RPL35B
HSF1 STF1
HSF1 RPP1B
HSF1 YDL124W
HSF1 HEM25
HSF1 YDL114W
HSF1 TMA17
HSF1 NDE2
HSF1 RPS16B
HSF1 RPL13A
HSF1 RPP1A
HSF1 RPL31A
HSF1 RPS29B
HSF1 DIA3
HSF1 GPM2
HSF1 NOP1
HSF1 NTH1
HSF1 RPL4B
HSF1 YDR018C
HSF1 GCV1
HSF1 ATG31
HSF1 YDR034W-B
HSF1 PST1
HSF1 TGL2
HSF1 UBC5
HSF1 RPS13
HSF1 FMP16
HSF1 SPO71
HSF1 HSP42
HSF1 ARG82
HSF1 AHA1
HSF1 ADR1
HSF1 SPR28
HSF1 HTA1
HSF1 COX20
HSF1 HSP78
HSF1 DON1
HSF1 MTH1
HSF1 ASP1
HSF1 SEM1
HSF1 PHO92
HSF1 ARO10
HSF1 RPP2B
HSF1 EFT2
HSF1 DIT1
HSF1 RPL12B
HSF1 RPS18A
HSF1 TSA2
HSF1 GUK1
HSF1 RPL27B
HSF1 RPL37B
HSF1 EMI2
HSF1 HSP31
HSF1 IRC4
HSF1 DLD3
HSF1 PRB1
HSF1 RPL12A
HSF1 PAU2
HSF1 YEF1
HSF1 CYC7
HSF1 UBC8
HSF1 EDC2
HSF1 PHM8
HSF1 MEI4
HSF1 ACA1
HSF1 RPL34A
HSF1 PET117
HSF1 CEM1
HSF1 GPP2
HSF1 RGI1
HSF1 ALD5
HSF1 SHC1
HSF1 RPS8B
HSF1 SSA4
HSF1 KAP123
HSF1 RPL23B
HSF1 AVT6
HSF1 RPS26B
HSF1 MAG1
HSF1 DDI1
HSF1 SPI1
HSF1 GCG1
HSF1 DMC1
HSF1 OTU1
HSF1 AGX1
HSF1 MDJ1
HSF1 HSP12
HSF1 YFL012W
HSF1 YPI1
HSF1 IGD1
HSF1 RPL2A
HSF1 RPL29
HSF1 YFR035C
HSF1 RPN12
HSF1 HXK1
HSF1 IRC7
HSF1 PDE1
HSF1 DOC1
HSF1 YGL230C
HSF1 VRG4
HSF1 POX1
HSF1 RPS26A
HSF1 STR3
HSF1 ATG1
HSF1 SPO74
HSF1 RCK1
HSF1 AMS1
HSF1 RPL9A
HSF1 RPL1B
HSF1 RPS2
HSF1 GPG1
HSF1 YGL117W
HSF1 VPS73
HSF1 RPL28
HSF1 MMS2
HSF1 PYC1
HSF1 PRM8
HSF1 ALG13
HSF1 PNC1
HSF1 HOP2
HSF1 RPL24A
HSF1 RPL30
HSF1 STF2
HSF1 UGA1
HSF1 RPS25A
HSF1 GSC2
HSF1 RPL26B
HSF1 NQM1
HSF1 YGR066C
HSF1 RPL11B
HSF1 PDC6
HSF1 CTT1
HSF1 VAS1
HSF1 CLB6
HSF1 SHY1
HSF1 RPS23A
HSF1 BTN2
HSF1 THI4
HSF1 RPL24B
HSF1 YGR153W
HSF1 RTS3
HSF1 YGR176W
HSF1 SNG1
HSF1 RPS0A
HSF1 YHB1
HSF1 MPC3
HSF1 ENO1
HSF1 GND2
HSF1 RAD2
HSF1 YGR273C
HSF1 ERV29
HSF1 RPL8A
HSF1 ECM29
HSF1 WSC4
HSF1 AIM17
HSF1 DUR3
HSF1 RPS20
HSF1 YHL012W
HSF1 QCR10
HSF1 RPL27A
HSF1 YSC84
HSF1 DED81
HSF1 YHR020W
HSF1 THR1
HSF1 FSH1
HSF1 SSZ1
HSF1 SAE3
HSF1 RTC3
HSF1 GAR1
HSF1 HXT5
HSF1 GRE3
HSF1 SPL2
HSF1 ARO9
HSF1 YHR138C
HSF1 SPS100
HSF1 YHR140W
HSF1 RPL42B
HSF1 RPS4B
HSF1 BAT1
HSF1 CRG1
HSF1 GUT2
HSF1 RPL40A
HSF1 RPL16A
HSF1 SIM1
HSF1 POG1
HSF1 QDR2
HSF1 PRM5
HSF1 PFK26
HSF1 XBP1
HSF1 SGA1
HSF1 HOP1
HSF1 RGI2
HSF1 RPL34B
HSF1 PRM2
HSF1 RPL2B
HSF1 YIL014C-A
HSF1 HYR1
HSF1 HXT9
HSF1 RPS22A
HSF1 RPL17B
HSF1 FMP33
HSF1 HSP150
HSF1 INO1
HSF1 YJL152W
HSF1 ROQ1
HSF1 RPS21B
HSF1 NCA3
HSF1 PRM10
HSF1 MEF2
HSF1 ILV3
HSF1 OPI3
HSF1 BNA2
HSF1 RPL43B
HSF1 SFC1
HSF1 YJR096W
HSF1 JHD2
HSF1 RPS5
HSF1 PMT4
HSF1 RPS4A
HSF1 THI11
HSF1 SOR1
HSF1 SRY1
HSF1 RPL17A
HSF1 STE3
HSF1 PIR3
HSF1 NNR2
HSF1 RCI50
HSF1 SSH4
HSF1 OAC1
HSF1 YKL107W
HSF1 APE1
HSF1 TEF4
HSF1 YKL030W
HSF1 GPX1
HSF1 RPL14A
HSF1 YKR011C
HSF1 YKR012C
HSF1 YKR015C
HSF1 RPS21A
HSF1 TIF1
HSF1 KTR2
HSF1 YKR075C
HSF1 ECM4
HSF1 MTD1
HSF1 RPL40B
HSF1 GEX2
HSF1 JLP1
HSF1 RPL8B
HSF1 UBI4
HSF1 HSP104
HSF1 SSA2
HSF1 RPL15A
HSF1 YLR030W
HSF1 RPS0B
HSF1 OSW2
HSF1 SHM2
HSF1 RPL22A
HSF1 XYL2
HSF1 RPL10
HSF1 EMP46
HSF1 XDJ1
HSF1 AHP1
HSF1 YPS1
HSF1 YLR124W
HSF1 PUT1
HSF1 YLR149C
HSF1 STM1
HSF1 RPS31
HSF1 IDP2
HSF1 TFS1
HSF1 YLR179C
HSF1 SAM1
HSF1 PBA1
HSF1 HMX1
HSF1 FRE1
HSF1 CPR6
HSF1 YLR217W
HSF1 YEF3
HSF1 SYM1
HSF1 YLR255C
HSF1 GSY2
HSF1 HSP60
HSF1 BOP2
HSF1 DCS1
HSF1 ACO1
HSF1 CDA1
HSF1 RPL38
HSF1 TMA10
HSF1 RPP0
HSF1 RPL26A
HSF1 YLR345W
HSF1 ILV5
HSF1 ATG33
HSF1 RPS22B
HSF1 RPS29A
HSF1 RPL31B
HSF1 RPS1A
HSF1 RPL6B
HSF1 ERO1
HSF1 MSC1
HSF1 PHO84
HSF1 YML122C
HSF1 TSL1
HSF1 RPL6A
HSF1 SMA2
HSF1 RPS1B
HSF1 CYB2
HSF1 CAT2
HSF1 RPS18B
HSF1 RPS17A
HSF1 YAP1
HSF1 PLB2
HSF1 YMR007W
HSF1 ADI1
HSF1 SPO20
HSF1 MSS1
HSF1 YET2
HSF1 FAR3
HSF1 YMR085W
HSF1 YMR090W
HSF1 SNO1
HSF1 PGM2
HSF1 SPG4
HSF1 ASC1
HSF1 SHH3
HSF1 ADE17
HSF1 RPL15B
HSF1 REC114
HSF1 RPL13B
HSF1 NDE1
HSF1 ALD3
HSF1 ALD2
HSF1 PAI3
HSF1 SIP18
HSF1 ADD37
HSF1 HSC82
HSF1 GCV2
HSF1 SPG5
HSF1 RPL36A
HSF1 YMR196W
HSF1 GAS3
HSF1 RPL20A
HSF1 YMR244W
HSF1 GAD1
HSF1 HOR7
HSF1 URA10
HSF1 CAT8
HSF1 TDA1
HSF1 YMR315W
HSF1 DIA1
HSF1 THI12
HSF1 HXT14
HSF1 RPS19B
HSF1 HCH1
HSF1 MET2
HSF1 GOR1
HSF1 ATG2
HSF1 YTP1
HSF1 YNL234W
HSF1 SSB2
HSF1 YNL208W
HSF1 SPS19
HSF1 YNL194C
HSF1 RPL42A
HSF1 YGP1
HSF1 CUZ1
HSF1 YNL150W
HSF1 YNL134C
HSF1 MLS1
HSF1 YNL115C
HSF1 YNL109W
HSF1 RPS7B
HSF1 YNL092W
HSF1 RPL16B
HSF1 IDH1
HSF1 NCE103
HSF1 YNL034W
HSF1 HHF2
HSF1 PBI2
HSF1 IDP3
HSF1 SIS1
HSF1 LST8
HSF1 CIT1
HSF1 BSC5
HSF1 YOL162W
HSF1 HXT11
HSF1 FRE7
HSF1 YOL131W
HSF1 RPS19A
HSF1 RPL18A
HSF1 PHM7
HSF1 ATG19
HSF1 SDH5
HSF1 ARG1
HSF1 THI20
HSF1 DDR2
HSF1 RRT8
HSF1 LDS2
HSF1 RPS15
HSF1 RPP2A
HSF1 YOL013W-A
HSF1 DNL4
HSF1 SGT2
HSF1 HSP10
HSF1 STI1
HSF1 HMS1
HSF1 PEP12
HSF1 TMC1
HSF1 RPL3
HSF1 CRC1
HSF1 DCS2
HSF1 RPS30B
HSF1 GSP2
HSF1 THI72
HSF1 PTP2
HSF1 YOR225W
HSF1 ISU2
HSF1 RPT4
HSF1 YOR268C
HSF1 YOR277C
HSF1 YOR289W
HSF1 RPS10A
HSF1 YOR338W
HSF1 UBC11
HSF1 PYK2
HSF1 YOR365C
HSF1 RPS12
HSF1 ALD4
HSF1 GDH1
HSF1 FDH1
HSF1 HSP32
HSF1 YPL278C
HSF1 RPL36B
HSF1 YPL247C
HSF1 HSP82
HSF1 YPL238C
HSF1 FMP40
HSF1 RPL1A
HSF1 YPL197C
HSF1 UIP4
HSF1 OYE3
HSF1 RPL33A
HSF1 RPL5
HSF1 RNY1
HSF1 YPL113C
HSF1 GDE1
HSF1 SSE1
HSF1 RPS6A
HSF1 RPL21B
HSF1 SUR1
HSF1 LEE1
HSF1 SRL4
HSF1 SMA1
HSF1 SKS1
HSF1 VTC3
HSF1 PDH1
HSF1 REC8
HSF1 CSR2
HSF1 GLN1
HSF1 JID1
HSF1 YPR078C
HSF1 YTH1
HSF1 YLH47
HSF1 SUE1
HSF1 PIN3
HSF1 GPH1
HSF1 HPA2
HSF1 GDH3
HSF1 BDH1
HSF1 YAL056C-A
HSF1 ACS1
HSF1 GCV3
HSF1 SSA1
HSF1 YAR075W
HSF1 MIX23
HSF1 RPL32
HSF1 RPL23A
HSF1 SSA3
HSF1 RPS8A
HSF1 PRX1
HSF1 ECM13
HSF1 RIB1
HSF1 RPL19B
HSF1 HTA2
HSF1 HTB2
HSF1 RCR1
HSF1 UGA2
HSF1 HHF1
HSF1 HHT1
HSF1 YBR012C
HSF1 ETR1
HSF1 RPL4A
HSF1 EDS1
HSF1 FIG1
HSF1 RPS11B
HSF1 REG2
HSF1 RFS1
HSF1 YBR053C
HSF1 YRO2
HSF1 YBR062C
HSF1 HSP26
HSF1 UBC4
HSF1 RPL19A
HSF1 SIP4
HSF1 ARG3
HSF1 YJL086C
HSF1 SCP160
HSF1 YJL068C
HSF1 MPM1
HSF1 IKS1
HSF1 TDH1
HSF1 YJL045W
HSF1 LOH1
HSF1 IRC18
HSF1 KAR2
HSF1 BET4
HSF1 YLL017W
HSF1 HXT12
AFT1 VID24
AFT1 TKL2
AFT1 TPS1
AFT1 AGP2
AFT1 ATG42
AFT1 ARA1
AFT1 TOS1
AFT1 SSE2
AFT1 YPC1
AFT1 GDT1
AFT1 RPS9B
AFT1 OM14
AFT1 SPO23
AFT1 RCF3
AFT1 SHM1
AFT1 PHO89
AFT1 MAL33
AFT1 MAL31
AFT1 MAL32
AFT1 SPS22
AFT1 YCL042W
AFT1 GLK1
AFT1 GRX1
AFT1 AGP1
AFT1 CIT2
AFT1 HSP30
AFT1 GIT1
AFT1 THI13
AFT1 GYP7
AFT1 HBT1
AFT1 FMP45
AFT1 RTN2
AFT1 YDL199C
AFT1 RPL35A
AFT1 UGX2
AFT1 STF1
AFT1 RPP1B
AFT1 YDL124W
AFT1 NDE2
AFT1 RPP1A
AFT1 MRK1
AFT1 PRM7
AFT1 DIA3
AFT1 GPM2
AFT1 MIX14
AFT1 YDR034W-B
AFT1 TGL2
AFT1 UBC5
AFT1 SED1
AFT1 HSP42
AFT1 AHA1
AFT1 CRF1
AFT1 MET32
AFT1 CTA1
AFT1 HSP78
AFT1 YDR262W
AFT1 ASP1
AFT1 HXT7
AFT1 YDR366C
AFT1 SDH6
AFT1 ARO10
AFT1 RPT3
AFT1 DIT2
AFT1 TSA2
AFT1 EMI2
AFT1 FIT1
AFT1 DLD3
AFT1 HXT13
AFT1 PRB1
AFT1 SDD1
AFT1 PAU2
AFT1 CYC7
AFT1 UBC8
AFT1 GLC3
AFT1 EDC2
AFT1 PHM8
AFT1 PIC2
AFT1 CEM1
AFT1 RGI1
AFT1 ARG5,6
AFT1 ALD5
AFT1 SSA4
AFT1 AVT6
AFT1 RPS26B
AFT1 THI5
AFT1 AGP3
AFT1 AQY3
AFT1 ZNF1
AFT1 SEC53
AFT1 MDJ1
AFT1 HSP12
AFT1 HXK1
AFT1 COS12
AFT1 YGL262W
AFT1 VRG4
AFT1 POX1
AFT1 YGL199C
AFT1 IME4
AFT1 RPS26A
AFT1 AMS1
AFT1 RPL9A
AFT1 GPG1
AFT1 YGL117W
AFT1 VPS73
AFT1 RPL7A
AFT1 YGL072C
AFT1 PYC1
AFT1 PNC1
AFT1 MPO1
AFT1 LEU1
AFT1 STF2
AFT1 UGA1
AFT1 RPS25A
AFT1 GSC2
AFT1 NQM1
AFT1 SPR3
AFT1 YGR066C
AFT1 PDC6
AFT1 SHY1
AFT1 TPO2
AFT1 BTN2
AFT1 THI4
AFT1 YGR153W
AFT1 RTS3
AFT1 AZR1
AFT1 PHB2
AFT1 YHB1
AFT1 MIC26
AFT1 MPC3
AFT1 SOL4
AFT1 PUP2
AFT1 GND2
AFT1 MAL12
AFT1 PAU12
AFT1 PAU13
AFT1 RPL8A
AFT1 AIM17
AFT1 DUR3
AFT1 RPL27A
AFT1 YSC84
AFT1 DED81
AFT1 YHR020W
AFT1 FSH1
AFT1 SSZ1
AFT1 PCL5
AFT1 HXT5
AFT1 GRE3
AFT1 NDT80
AFT1 YHR138C
AFT1 SPS100
AFT1 BAT1
AFT1 CRG1
AFT1 YHR214W
AFT1 POT1
AFT1 OM45
AFT1 SIM1
AFT1 QDR2
AFT1 PRM5
AFT1 SGA1
AFT1 HOP1
AFT1 RNR3
AFT1 RGI2
AFT1 YIL014C-A
AFT1 MET28
AFT1 DAL1
AFT1 DAL4
AFT1 HYR1
AFT1 YPS6
AFT1 HXT9
AFT1 RPS22A
AFT1 ATG36
AFT1 FMP33
AFT1 PIR5
AFT1 INO1
AFT1 ROQ1
AFT1 NCA3
AFT1 IME2
AFT1 MET3
AFT1 ILV3
AFT1 ANB1
AFT1 BNA2
AFT1 PMT4
AFT1 DAN1
AFT1 THI11
AFT1 SOR1
AFT1 JEN1
AFT1 STE3
AFT1 PIR3
AFT1 YKL162C
AFT1 KDX1
AFT1 NNR2
AFT1 RPT1
AFT1 PGM1
AFT1 OAC1
AFT1 HAP4
AFT1 YKL107W
AFT1 APE1
AFT1 YKL091C
AFT1 MSN4
AFT1 MMO1
AFT1 GPX1
AFT1 RPS21A
AFT1 GLG1
AFT1 TIF1
AFT1 YKR075C
AFT1 ECM4
AFT1 SRL3
AFT1 PCK1
AFT1 GEX2
AFT1 RPL8B
AFT1 HSP104
AFT1 SSA2
AFT1 SPO75
AFT1 RPL15A
AFT1 YLR030W
AFT1 YLR031W
AFT1 YLR042C
AFT1 OSW2
AFT1 RPL22A
AFT1 XYL2
AFT1 GAL2
AFT1 SUL2
AFT1 REX3
AFT1 AHP1
AFT1 YPS1
AFT1 YPS3
AFT1 YLR149C
AFT1 STM1
AFT1 RPS31
AFT1 UPS2
AFT1 TFS1
AFT1 NCW2
AFT1 HMX1
AFT1 FRE1
AFT1 CPR6
AFT1 YLR217W
AFT1 SYM1
AFT1 GSY2
AFT1 HSP60
AFT1 DCS1
AFT1 ACO1
AFT1 PEX30
AFT1 RPS25B
AFT1 RPP0
AFT1 GAS2
AFT1 CIS1
AFT1 ILV5
AFT1 PUN1
AFT1 ERO1
AFT1 MSC1
AFT1 TSL1
AFT1 AIM33
AFT1 RPL6A
AFT1 DAK1
AFT1 RPS1B
AFT1 IMD4
AFT1 CYB2
AFT1 CAT2
AFT1 RAD52
AFT1 RPS18B
AFT1 GLO1
AFT1 HXT2
AFT1 FAR3
AFT1 ISF1
AFT1 YMR085W
AFT1 SNO1
AFT1 PGM2
AFT1 SPG4
AFT1 ASC1
AFT1 ADE17
AFT1 NDE1
AFT1 ALD3
AFT1 ALD2
AFT1 PAI3
AFT1 SIP18
AFT1 ADD37
AFT1 HSC82
AFT1 GCV2
AFT1 GAS3
AFT1 GAD1
AFT1 CAT8
AFT1 TDA1
AFT1 PRC1
AFT1 YMR315W
AFT1 DIA1
AFT1 ERR3
AFT1 THI12
AFT1 HCH1
AFT1 PRM1
AFT1 NRD1
AFT1 YTP1
AFT1 SSB2
AFT1 YNL208W
AFT1 SPS19
AFT1 YNL194C
AFT1 RPS3
AFT1 MDG1
AFT1 YGP1
AFT1 YNL144C
AFT1 CPT1
AFT1 RPS7B
AFT1 YNL092W
AFT1 IDH1
AFT1 NCE103
AFT1 YNL034W
AFT1 IDP3
AFT1 SIS1
AFT1 LST8
AFT1 CIT1
AFT1 EGO4
AFT1 AGA1
AFT1 YNR064C
AFT1 HXT17
AFT1 PAU6
AFT1 YOL163W
AFT1 YOL162W
AFT1 IMA2
AFT1 HXT11
AFT1 HPF1
AFT1 FRE7
AFT1 GAS4
AFT1 YOL131W
AFT1 PHM7
AFT1 ATG34
AFT1 SDH5
AFT1 THI20
AFT1 PRE6
AFT1 YSP3
AFT1 STI1
AFT1 GLO4
AFT1 YOR041C
AFT1 TMC1
AFT1 BAG7
AFT1 IDH2
AFT1 DCS2
AFT1 GAC1
AFT1 GSP2
AFT1 THI72
AFT1 RCN2
AFT1 YOR225W
AFT1 ISU2
AFT1 YOR277C
AFT1 MCH5
AFT1 YOR345C
AFT1 RPS12
AFT1 ALD4
AFT1 ATF1
AFT1 HSP32
AFT1 YPL247C
AFT1 HSP82
AFT1 GRE1
AFT1 RPL1A
AFT1 UIP4
AFT1 OYE3
AFT1 PEP4
AFT1 ATG5
AFT1 PPT2
AFT1 RPL5
AFT1 RNY1
AFT1 YPL113C
AFT1 SSE1
AFT1 RPS6A
AFT1 YPL088W
AFT1 YDC1
