node1 node2
YAP5 PDC6
YAP5 ASK10
YAP5 TPO2
YAP5 YHB1
YAP5 QCR10
YAP5 SPL2
YAP5 YHR145C
YAP5 PEX18
YAP5 RPL16A
YAP5 SDP1
YAP5 YIL060W
YAP5 PRM2
YAP5 HYR1
YAP5 RPS22A
YAP5 INO1
YAP5 ROQ1
YAP5 YJL132W
YAP5 IME2
YAP5 ABM1
YAP5 RPL14A
YAP5 DAL80
YAP5 RNP1
YAP5 IRC20
YAP5 YLR345W
YAP5 CIS1
YAP5 ERO1
YAP5 RPL6A
YAP5 SRT1
YAP5 SPG4
YAP5 HSC82
YAP5 RPL20A
YAP5 YMR245W
YAP5 URA10
YAP5 HXT14
YAP5 YNL195C
YAP5 YNL194C
YAP5 FRE7
YAP5 ARG1
YAP5 RPS15
YAP5 YOL013W-A
YAP5 YOR019W
YAP5 STI1
YAP5 BAG7
YAP5 MPC54
YAP5 GAC1
YAP5 CIN1
YAP5 RPS12
YAP5 GDH1
YAP5 HSP32
YAP5 HSP82
YAP5 YPL205C
YAP5 PRM3
YAP5 SET6
YAP5 PPT2
YAP5 MEI5
YAP5 SRL4
YAP5 SMA1
YAP5 Q0255
YAP5 GDH3
YAP5 YAR066W
YAP5 RPL23A
YAP5 EDS1
YAP5 ECM8
YAP5 YJL045W
YAP5 LOH1
CBF1 SEO1
CBF1 TDA8
CBF1 NHP6B
CBF1 YBR090C
CBF1 VID24
CBF1 RAD16
CBF1 TPS1
CBF1 AGP2
CBF1 ATG42
CBF1 YBR144C
CBF1 RTC2
CBF1 ARA1
CBF1 TOS1
CBF1 SSE2
CBF1 NPL4
CBF1 UMP1
CBF1 RPS6B
CBF1 YPC1
CBF1 PCH2
CBF1 GDT1
CBF1 RPS9B
CBF1 RPL21A
CBF1 COS111
CBF1 OM14
CBF1 YBR241C
CBF1 GPX2
CBF1 SHM1
CBF1 YBR285W
CBF1 SUL1
CBF1 PRD1
CBF1 YCL049C
CBF1 YCL042W
CBF1 GLK1
CBF1 SRO9
CBF1 GRX1
CBF1 FRM2
CBF1 AGP1
CBF1 ILV6
CBF1 YCL001W-A
CBF1 CIT2
CBF1 YCR007C
CBF1 YCR013C
CBF1 SRD1
CBF1 HSP30
CBF1 RPS14A
CBF1 YCR061W
CBF1 FUB1
CBF1 AHC2
CBF1 TRX3
CBF1 GYP7
CBF1 SSB1
CBF1 HO
CBF1 HBT1
CBF1 GDH2
CBF1 PRR2
CBF1 RTN2
CBF1 YDL199C
CBF1 RPL35A
CBF1 YDL187C
CBF1 INH1
CBF1 YDL172C
CBF1 GLT1
CBF1 UGX2
CBF1 ATG9
CBF1 YDL144C
CBF1 RPL35B
CBF1 STF1
CBF1 RPP1B
CBF1 YDL124W
CBF1 IWR1
CBF1 YDL114W
CBF1 ATG20
CBF1 TMA17
CBF1 RPN6
CBF1 RPS16B
CBF1 RPL13A
CBF1 RPP1A
CBF1 MRK1
CBF1 RPL31A
CBF1 RPS29B
CBF1 RAD59
CBF1 MCH1
CBF1 KNH1
CBF1 YDL032W
CBF1 RTK1
CBF1 DIA3
CBF1 NOP1
CBF1 RPT2
CBF1 NTH1
CBF1 YDR008C
CBF1 SNQ2
CBF1 RPL4B
CBF1 YDR018C
CBF1 GCV1
CBF1 FYV1
CBF1 MIX14
CBF1 PST2
CBF1 YDR034W-B
CBF1 PST1
CBF1 UBC5
CBF1 RPS13
CBF1 FMP16
CBF1 SED1
CBF1 UBC13
CBF1 SPO71
CBF1 HSP42
CBF1 ARG82
CBF1 COQ4
CBF1 AHA1
CBF1 ADR1
CBF1 HTA1
CBF1 COX20
CBF1 AMD2
CBF1 MET32
CBF1 CTA1
CBF1 HSP78
CBF1 YAP6
CBF1 YDR262W
CBF1 MTH1
CBF1 ZIP1
CBF1 HIM1
CBF1 ASP1
CBF1 YDR327W
CBF1 UBX5
CBF1 HXT7
CBF1 HXT6
CBF1 ATP22
CBF1 SEM1
CBF1 YDR366C
CBF1 RPP2B
CBF1 EFT2
CBF1 YDR391C
CBF1 RPT3
CBF1 YDR396W
CBF1 RPL12B
CBF1 RPN9
CBF1 ECM11
CBF1 RPS17B
CBF1 RPS18A
CBF1 TSA2
CBF1 GUK1
CBF1 RPL27B
CBF1 RPL37B
CBF1 EMI1
CBF1 EMI2
CBF1 SPS1
CBF1 FIT1
CBF1 YDR535C
CBF1 IRC4
CBF1 YEL073C
CBF1 DLD3
CBF1 HXT13
CBF1 PRB1
CBF1 SOM1
CBF1 RPL12A
CBF1 PAU2
CBF1 YEF1
CBF1 CYC7
CBF1 UBC8
CBF1 GLC3
CBF1 TIR1
CBF1 ZRG8
CBF1 EDC2
CBF1 PHM8
CBF1 PIC2
CBF1 RPL34A
CBF1 PET117
CBF1 CEM1
CBF1 GPP2
CBF1 RGI1
CBF1 ARG5,6
CBF1 ALD5
CBF1 RPS24A
CBF1 SER3
CBF1 YER085C
CBF1 SBH1
CBF1 UBP9
CBF1 RPS8B
CBF1 SSA4
CBF1 MAM1
CBF1 KAP123
CBF1 RPL23B
CBF1 AVT6
CBF1 YER121W
CBF1 RPS26B
CBF1 YER135C
CBF1 DDI1
CBF1 SPI1
CBF1 YER158C
CBF1 RAD4
CBF1 GCG1
CBF1 DMC1
CBF1 PUG1
CBF1 THI5
CBF1 AAD16
CBF1 AGP3
CBF1 AQY3
CBF1 YFL051C
CBF1 SEC53
CBF1 AGX1
CBF1 CAK1
CBF1 MDJ1
CBF1 HSP12
CBF1 YFL012W
CBF1 HXT10
CBF1 YPI1
CBF1 RPN11
CBF1 IGD1
CBF1 LSB3
CBF1 RPL2A
CBF1 RPL29
CBF1 YFR035C
CBF1 PRE4
CBF1 RPN12
CBF1 HXK1
CBF1 YFR054C
CBF1 IRC7
CBF1 PDE1
CBF1 DOC1
CBF1 MTO1
CBF1 YGL230C
CBF1 VRG4
CBF1 YGL199C
CBF1 IME4
CBF1 STR3
CBF1 YGL182C
CBF1 ATG1
CBF1 SPO74
CBF1 RCK1
CBF1 AMS1
CBF1 YGL152C
CBF1 HUL5
CBF1 RPL1B
CBF1 RPS2
CBF1 NAB2
CBF1 GPG1
CBF1 YGL117W
CBF1 RPL28
CBF1 MMS2
CBF1 RPL7A
CBF1 YGL072C
CBF1 PYC1
CBF1 PRM8
CBF1 YGL052W
CBF1 ALG13
CBF1 PNC1
CBF1 MIG1
CBF1 RPL24A
CBF1 RPL30
CBF1 PDR1
CBF1 SCL1
CBF1 MPO1
CBF1 LEU1
CBF1 BRP1
CBF1 STF2
CBF1 UGA1
CBF1 MTL1
CBF1 RPS25A
CBF1 GSC2
CBF1 RPL26B
CBF1 NQM1
CBF1 YGR045C
CBF1 UFD1
CBF1 SPR3
CBF1 YGR066C
CBF1 YGR079W
CBF1 PDC6
CBF1 CTT1
CBF1 ASK10
CBF1 PCP1
CBF1 CLB6
CBF1 CLD1
CBF1 SHY1
CBF1 RPS23A
CBF1 YGR127W
CBF1 PRE9
CBF1 TPO2
CBF1 BTN2
CBF1 THI4
CBF1 RPL24B
CBF1 GPC1
CBF1 YGR153W
CBF1 RTS3
CBF1 YGR176W
CBF1 CRH1
CBF1 SNG1
CBF1 YGR201C
CBF1 RPS0A
CBF1 PHB2
CBF1 YHB1
CBF1 MIC26
CBF1 PEX21
CBF1 MPC3
CBF1 SOL4
CBF1 PUP2
CBF1 ENO1
CBF1 GND2
CBF1 RAD2
CBF1 HUA1
CBF1 YGR273C
CBF1 ERV29
CBF1 MAL12
CBF1 PAU12
CBF1 PAU13
CBF1 RPL8A
CBF1 ECM29
CBF1 WSC4
CBF1 RIM4
CBF1 AIM17
CBF1 DUR3
CBF1 RPS20
CBF1 YHL012W
CBF1 YHL008C
CBF1 QCR10
CBF1 RPL27A
CBF1 SPO13
CBF1 YSC84
CBF1 DED81
CBF1 YHR020W
CBF1 RPS27B
CBF1 YHR022C
CBF1 THR1
CBF1 SLT2
CBF1 FSH1
CBF1 YHR054C
CBF1 SSZ1
CBF1 PCL5
CBF1 SAE3
CBF1 RTC3
CBF1 GAR1
CBF1 GRE3
CBF1 COX23
CBF1 SPL2
CBF1 YHR138C
CBF1 SPS100
CBF1 YHR140W
CBF1 RPL42B
CBF1 PEX18
CBF1 EGD2
CBF1 NVJ1
CBF1 BAT1
CBF1 CRG1
CBF1 YHR214W
CBF1 POT1
CBF1 GUT2
CBF1 YIL152W
CBF1 RPL40A
CBF1 OM45
CBF1 RPL16A
CBF1 SIM1
CBF1 QDR2
CBF1 PRM5
CBF1 COX5B
CBF1 PFK26
CBF1 XBP1
CBF1 YIL100W
CBF1 SGA1
CBF1 YIL086C
CBF1 RPS24B
CBF1 YIL060W
CBF1 YIL058W
CBF1 RPL34B
CBF1 PRM2
CBF1 RPL2B
CBF1 YIL014C-A
CBF1 PDR11
CBF1 MET28
CBF1 INA22
CBF1 DAL4
CBF1 DAL3
CBF1 HYR1
CBF1 GTT1
CBF1 YPS6
CBF1 YIR043C
CBF1 HXT9
CBF1 RPS22A
CBF1 ATG36
CBF1 RPL17B
CBF1 FMP33
CBF1 HSP150
CBF1 FBP26
CBF1 INO1
CBF1 ROQ1
CBF1 RPS21B
CBF1 YJL132W
CBF1 YJL119C
CBF1 NCA3
CBF1 YJL107C
CBF1 IME2
CBF1 GSM1
CBF1 MEF2
CBF1 PRE3
CBF1 MHO1
CBF1 MET3
CBF1 ILV3
CBF1 YJR020W
CBF1 BNA1
CBF1 ANB1
CBF1 RPL43B
CBF1 YJR096W
CBF1 YJR114W
CBF1 RPS5
CBF1 YJR128W
CBF1 PMT4
CBF1 RPS4A
CBF1 DAN1
CBF1 THI11
CBF1 SOR1
CBF1 SRY1
CBF1 JEN1
CBF1 URA1
CBF1 YKL202W
CBF1 MIA40
CBF1 PXA2
CBF1 RPL17A
CBF1 STE3
CBF1 YKL177W
CBF1 PIR3
CBF1 YKL162C-A
CBF1 KDX1
CBF1 RSM22
CBF1 NNR2
CBF1 MRP8
CBF1 RCI50
CBF1 PGM1
CBF1 OAC1
CBF1 HAP4
CBF1 YKL091C
CBF1 TEF4
CBF1 SMY1
CBF1 YET1
CBF1 MSN4
CBF1 YKL053W
CBF1 MMO1
CBF1 AIM26
CBF1 YKL030W
CBF1 GPX1
CBF1 PUT3
CBF1 YKR011C
CBF1 YKR012C
CBF1 YKR033C
CBF1 DAL80
CBF1 DID2
CBF1 PLN1
CBF1 FMP46
CBF1 RPS21A
CBF1 GLG1
CBF1 TIF1
CBF1 KTR2
CBF1 YKR075C
CBF1 ECM4
CBF1 MTD1
CBF1 SRL3
CBF1 RPL40B
CBF1 PCK1
CBF1 UBP11
CBF1 GEX2
CBF1 PAU18
CBF1 RNP1
CBF1 RPL8B
CBF1 UBI4
CBF1 YLL037W
CBF1 HSP104
CBF1 SSA2
CBF1 YLL020C
CBF1 KNS1
CBF1 IZH3
CBF1 RPL15A
CBF1 YLR030W
CBF1 YLR031W
CBF1 YLR042C
CBF1 RPS0B
CBF1 OSW2
CBF1 SHM2
CBF1 RPL22A
CBF1 XYL2
CBF1 RPL10
CBF1 EMP46
CBF1 GAL2
CBF1 XDJ1
CBF1 SUL2
CBF1 AHP1
CBF1 YPS1
CBF1 YPS3
CBF1 USB1
CBF1 PUT1
CBF1 YLR149C
CBF1 STM1
CBF1 RPS31
CBF1 UPS2
CBF1 YLR171W
CBF1 IDP2
CBF1 TFS1
CBF1 SAM1
CBF1 RPL37A
CBF1 NCW2
CBF1 YLR198C
CBF1 CPR6
CBF1 IFH1
CBF1 IRC20
CBF1 YEF3
CBF1 SYM1
CBF1 YLR252W
CBF1 YLR255C
CBF1 GSY2
CBF1 HSP60
CBF1 TMA7
CBF1 BOP2
CBF1 DCS1
CBF1 PIG1
CBF1 YLR297W
CBF1 ECM38
CBF1 ACO1
CBF1 CDA1
CBF1 PEX30
CBF1 TMA10
CBF1 RPS25B
CBF1 RPP0
CBF1 SPO77
CBF1 GAS2
CBF1 RPL26A
CBF1 YLR345W
CBF1 CIS1
CBF1 YLR349W
CBF1 ILV5
CBF1 ATG33
CBF1 YLR358C
CBF1 YLR365W
CBF1 RPS22B
CBF1 FBP1
CBF1 REH1
CBF1 RPS29A
CBF1 RPL31B
CBF1 YLR407W
CBF1 PUN1
CBF1 URA4
CBF1 RPS1A
CBF1 RPL6B
CBF1 YLR463C
CBF1 ERO1
CBF1 MSC1
CBF1 PHO84
CBF1 NGL3
CBF1 TSL1
CBF1 PRE8
CBF1 UFO1
CBF1 AIM33
CBF1 RPL6A
CBF1 RPS1B
CBF1 IMD4
CBF1 CYB2
CBF1 CAT2
CBF1 RAD52
CBF1 RPS18B
CBF1 RPS17A
CBF1 YAP1
CBF1 GLO1
CBF1 MIX17
CBF1 PLB2
CBF1 YMR007W
CBF1 ADI1
CBF1 MSS1
CBF1 YET2
CBF1 FAR3
CBF1 YMR052C-A
CBF1 YMR057C
CBF1 YMR085W
CBF1 YMR090W
CBF1 PGM2
CBF1 SHH3
CBF1 ADE17
CBF1 RPL15B
CBF1 RPL13B
CBF1 RPS16A
CBF1 NDE1
CBF1 TPP1
CBF1 ALD3
CBF1 ALD2
CBF1 PAI3
CBF1 SIP18
CBF1 ADD37
CBF1 HSC82
CBF1 GCV2
CBF1 SPG5
CBF1 RPL36A
CBF1 YMR196W
CBF1 YMR206W
CBF1 GAS3
CBF1 RPS10B
CBF1 RPL20A
CBF1 YMR244W
CBF1 GAD1
CBF1 HOR7
CBF1 URA10
CBF1 CAT8
CBF1 TDA1
CBF1 PRC1
CBF1 YME2
CBF1 YMR315W
CBF1 DIA1
CBF1 THI12
CBF1 YNL319W
CBF1 BXI1
CBF1 RPS19B
CBF1 HCH1
CBF1 PRM1
CBF1 MET2
CBF1 GOR1
CBF1 NRD1
CBF1 ATG2
CBF1 YTP1
CBF1 YNL235C
CBF1 YNL234W
CBF1 YNL228W
CBF1 SSB2
CBF1 YNL208W
CBF1 SPS19
CBF1 NNR1
CBF1 SWT21
CBF1 RPS3
CBF1 MDG1
CBF1 RPL42A
CBF1 YGP1
CBF1 NSG2
CBF1 CUZ1
CBF1 YNL150W
CBF1 YNL144C
CBF1 YNL134C
CBF1 CPT1
CBF1 MLS1
CBF1 YNL109W
CBF1 RPS7B
CBF1 RPL16B
CBF1 AQR1
CBF1 IDH1
CBF1 NCE103
CBF1 HHF2
CBF1 PBI2
CBF1 HEF3
CBF1 IDP3
CBF1 SIS1
CBF1 LST8
CBF1 CIT1
CBF1 NRM1
CBF1 AGA1
CBF1 YNR071C
CBF1 MAN2
CBF1 PAU6
CBF1 AAD15
CBF1 IMA2
CBF1 HXT11
CBF1 HPF1
CBF1 YOL153C
CBF1 ARG8
CBF1 GAS4
CBF1 RPL25
CBF1 MDH2
CBF1 RPS19A
CBF1 ATG19
CBF1 SDH5
CBF1 ARG1
CBF1 THI20
CBF1 DDR2
CBF1 RRT8
CBF1 RPS15
CBF1 RPP2A
CBF1 PRE6
CBF1 YSP3
CBF1 DNL4
CBF1 YOR019W
CBF1 STI1
CBF1 PEP12
CBF1 GLO4
CBF1 YOR041C
CBF1 RSB1
CBF1 TMC1
CBF1 YOR053W
CBF1 LPL1
CBF1 YOR062C
CBF1 RPL3
CBF1 RPS7A
CBF1 CRC1
CBF1 YOR105W
CBF1 RGS2
CBF1 RPT5
CBF1 GCY1
CBF1 EFT1
CBF1 IDH2
CBF1 PUP1
CBF1 RPS28A
CBF1 DCS2
CBF1 RPS30B
CBF1 GSP2
CBF1 THI72
CBF1 YOR200W
CBF1 PTP2
CBF1 RCN2
CBF1 YOR225W
CBF1 ISU2
CBF1 RPT4
CBF1 RPN8
CBF1 YOR268C
CBF1 RDL1
CBF1 YOR289W
CBF1 RPS10A
CBF1 MCH5
CBF1 RPL20B
CBF1 SPS4
CBF1 PYK2
CBF1 CIN1
CBF1 PDE2
CBF1 PRE10
CBF1 YOR365C
CBF1 RPS12
CBF1 GDH1
CBF1 ATF1
CBF1 HSP32
CBF1 YPL278C
CBF1 YPL277C
CBF1 RPL36B
CBF1 YPL247C
CBF1 CIN2
CBF1 HSP82
CBF1 YPL238C
CBF1 FAS2
CBF1 USV1
CBF1 YPL229W
CBF1 GRE1
CBF1 RPL1A
CBF1 YPL216W
CBF1 PRM3
CBF1 UIP4
CBF1 OYE3
CBF1 SET6
CBF1 CDC60
CBF1 PET20
CBF1 PEP4
CBF1 ATG5
CBF1 PPT2
CBF1 RPL33A
CBF1 RPL5
CBF1 DBP1
CBF1 MCO76
CBF1 SSE1
CBF1 RPS6A
CBF1 RLM1
CBF1 YPL088W
CBF1 YDC1
CBF1 RPL21B
CBF1 SUR1
CBF1 LEE1
CBF1 OAZ1
CBF1 PMA2
CBF1 YPL034W
CBF1 SRL4
CBF1 SKS1
CBF1 RMI1
CBF1 VTC3
CBF1 PDH1
CBF1 HAL1
CBF1 YPR012W
CBF1 ATH1
CBF1 CSR2
CBF1 GLN1
CBF1 RPL43A
CBF1 YMC1
CBF1 YPR059C
CBF1 JID1
CBF1 YPR096C
CBF1 RPL11A
CBF1 PRE2
CBF1 YTH1
CBF1 RPN7
CBF1 YLH47
CBF1 YPR127W
CBF1 RPS23B
CBF1 SUE1
CBF1 PIN3
CBF1 GPH1
CBF1 GDB1
CBF1 HPA2
CBF1 OPT2
CBF1 YPR195C
CBF1 GDH3
CBF1 BDH1
CBF1 ACS1
CBF1 GCV3
CBF1 CYC3
CBF1 FUN14
CBF1 SSA1
CBF1 YAR053W
CBF1 YAR066W
CBF1 YAR068W
CBF1 YAR075W
CBF1 MIX23
CBF1 YBL096C
CBF1 RPL32
CBF1 RPL23A
CBF1 ATG8
CBF1 RPS8A
CBF1 PRX1
CBF1 SHP1
CBF1 MOH1
CBF1 RRT1
CBF1 PRE7
CBF1 RIB1
CBF1 RPL19B
CBF1 PIM1
CBF1 APN2
CBF1 HTA2
CBF1 HTB2
CBF1 RCR1
CBF1 UGA2
CBF1 HHF1
CBF1 HHT1
CBF1 YBR012C
CBF1 YBR013C
CBF1 GAL10
CBF1 ETR1
CBF1 RPL4A
CBF1 EDS1
CBF1 RPS11B
CBF1 RFS1
CBF1 YBR053C
CBF1 YRO2
CBF1 YBR062C
CBF1 HSP26
CBF1 ECM8
CBF1 UBC4
CBF1 RPL19A
CBF1 POL30
CBF1 ARG3
CBF1 SCP160
CBF1 YJL068C
CBF1 IKS1
CBF1 TDH1
CBF1 UBX6
CBF1 YJL045W
CBF1 SNX4
CBF1 TAD2
CBF1 KAR2
CBF1 BET4
CBF1 YLL017W
CBF1 FDH2
CBF1 YIL080W
CBF1 GIP2
CBF1 HXT12
IME1 ATG31
IME1 RPS13
IME1 DIT1
IME1 SPS1
IME1 IME4
IME1 SPO13
IME1 NDT80
IME1 SGA1
IME1 HOP1
IME1 IME2
IME1 SOR1
IME1 YLR297W
IME1 YML012C-A
IME1 REC114
IME1 SPO1
IME1 AGA1
IME1 PDH1
IME1 YAR053W
IME1 YIL080W
HMS2 PHO89
HMS2 GDH2
HMS2 INH1
HMS2 YHR095W
HMS2 SPL2
HMS2 YIL060W
HMS2 PIR5
HMS2 GSM1
HMS2 XDJ1
HMS2 YLR297W
HMS2 YLR345W
HMS2 PDH1
HMS2 SSA3
HAP4 SEO1
HAP4 YPC1
HAP4 GDT1
HAP4 GPX2
HAP4 SPO23
HAP4 YBR284W
HAP4 YBR285W
HAP4 SUL1
HAP4 YCL049C
HAP4 YCL042W
HAP4 GLK1
HAP4 YCR007C
HAP4 SRD1
HAP4 HSP30
HAP4 SOR2
HAP4 THI13
HAP4 HO
HAP4 FMP45
HAP4 YDL199C
HAP4 STF1
HAP4 RAD59
HAP4 MCH1
HAP4 NTH1
HAP4 YDR018C
HAP4 FMP16
HAP4 HSP42
HAP4 HSP78
HAP4 YAP6
HAP4 HXT6
HAP4 SDH6
HAP4 ARO10
HAP4 YDR391C
HAP4 DIT1
HAP4 TSA2
HAP4 EMI2
HAP4 HSP31
HAP4 YEL073C
HAP4 CYC7
HAP4 GLC3
HAP4 EDC2
HAP4 PHM8
HAP4 PIC2
HAP4 GPP2
HAP4 RGI1
HAP4 SER3
HAP4 YER121W
HAP4 SPI1
HAP4 YER158C
HAP4 THI5
HAP4 YFL051C
HAP4 AGX1
HAP4 YFL015C
HAP4 HSP12
HAP4 IGD1
HAP4 YFR035C
HAP4 HXK1
HAP4 COS12
HAP4 VRG4
HAP4 POX1
HAP4 YGL117W
HAP4 MPO1
HAP4 MCO32
HAP4 YGR079W
HAP4 CLB6
HAP4 THI4
HAP4 YHB1
HAP4 MIC26
HAP4 PEX21
HAP4 SOL4
HAP4 ENO1
HAP4 GND2
HAP4 MAL12
HAP4 YHL042W
HAP4 WSC4
HAP4 YHL008C
HAP4 QCR10
HAP4 YSC84
HAP4 FSH1
HAP4 PCL5
HAP4 SAE3
HAP4 RTC3
HAP4 YHR095W
HAP4 NDT80
HAP4 ARO9
HAP4 YHR138C
HAP4 SPS100
HAP4 SPO16
HAP4 YIL152W
HAP4 OM45
HAP4 SIM1
HAP4 PRM5
HAP4 COX5B
HAP4 RNR3
HAP4 RGI2
HAP4 INA22
HAP4 GTT1
HAP4 YPS6
HAP4 FMP33
HAP4 PIR5
HAP4 INO1
HAP4 ROQ1
HAP4 GSM1
HAP4 MEF2
HAP4 BNA1
HAP4 SFC1
HAP4 DAN1
HAP4 MCH2
HAP4 MIA40
HAP4 PIR3
HAP4 YKL131W
HAP4 OAC1
HAP4 HAP4
HAP4 YKL107W
HAP4 MSN4
HAP4 GPX1
HAP4 YKR011C
HAP4 YKR015C
HAP4 FMP46
HAP4 PCK1
HAP4 UBI4
HAP4 YLL037W
HAP4 HSP104
HAP4 SSA2
HAP4 YLR042C
HAP4 GAL2
HAP4 AHP1
HAP4 PUT1
HAP4 STM1
HAP4 RPS31
HAP4 IDP2
HAP4 SAM1
HAP4 HMX1
HAP4 HSP60
HAP4 ACO1
HAP4 ATG39
HAP4 TMA10
HAP4 GAS2
HAP4 YLR349W
HAP4 FBP1
HAP4 NGL3
HAP4 TSL1
HAP4 AIM33
HAP4 CYB2
HAP4 GLO1
HAP4 PLB2
HAP4 YET2
HAP4 ISF1
HAP4 YMR090W
HAP4 SRT1
HAP4 PGM2
HAP4 ADE17
HAP4 NDE1
HAP4 ALD3
HAP4 PAI3
HAP4 HSC82
HAP4 GAS3
HAP4 GAD1
HAP4 THI12
HAP4 PRM1
HAP4 MET2
HAP4 GOR1
HAP4 YTP1
HAP4 NNR1
HAP4 YNL143C
HAP4 TEP1
HAP4 MLS1
HAP4 YNL092W
HAP4 IDH1
HAP4 NCE103
HAP4 HHF2
HAP4 PBI2
HAP4 HEF3
HAP4 IDP3
HAP4 CIT1
HAP4 ATO2
HAP4 NRM1
HAP4 EGO4
HAP4 AGA1
HAP4 YNR068C
HAP4 MAN2
HAP4 HPF1
HAP4 FRE7
HAP4 YOL131W
HAP4 MDH2
HAP4 PHM7
HAP4 SDH5
HAP4 ARG1
HAP4 HSP10
HAP4 STI1
HAP4 HMS1
HAP4 GLO4
HAP4 LPL1
HAP4 BAG7
HAP4 DCS2
HAP4 PTP2
HAP4 RCN2
HAP4 YOR225W
HAP4 ISU2
HAP4 MCH5
HAP4 SPS4
HAP4 YOR345C
HAP4 ALD4
HAP4 GDH1
HAP4 FDH1
HAP4 HSP82
HAP4 USV1
HAP4 GRE1
HAP4 CSM4
HAP4 MF(ALPHA)1
HAP4 OYE3
HAP4 RNY1
HAP4 SUR1
HAP4 SMA1
HAP4 RMI1
HAP4 HAL1
HAP4 REC8
HAP4 JID1
HAP4 RPL11A
HAP4 YLH47
HAP4 YPR127W
HAP4 HPA2
HAP4 GDH3
HAP4 BDH1
HAP4 GCV3
HAP4 SSA1
HAP4 PRX1
HAP4 SHP1
HAP4 MOH1
HAP4 ECM13
HAP4 HTB2
HAP4 RCR1
HAP4 HHT1
HAP4 EDS1
HAP4 FIG1
HAP4 RFS1
HAP4 YRO2
HAP4 HSP26
HAP4 UBC4
HAP4 POL30
HAP4 ARG3
HAP4 SCP160
HAP4 TDH1
RGT1 GDT1
RGT1 ILV6
RGT1 YCR013C
RGT1 RPL35A
RGT1 RPL35B
RGT1 NOP1
RGT1 RPL4B
RGT1 SED1
RGT1 MTH1
RGT1 ZIP1
RGT1 RPL27B
RGT1 ALD5
RGT1 RPS26B
RGT1 CSS2
RGT1 RPL29
RGT1 VRG4
RGT1 MIG1
RGT1 RPL24A
RGT1 LEU1
RGT1 RPL24B
RGT1 YGR176W
RGT1 RPS0A
RGT1 ENO1
RGT1 ERV29
RGT1 RPL27A
RGT1 RPS27B
RGT1 THR1
RGT1 HXT5
RGT1 RPL42B
RGT1 RPS4B
RGT1 BAT1
RGT1 ROQ1
RGT1 RPE1
RGT1 YJR020W
RGT1 RPL43B
RGT1 RPS4A
RGT1 URA1
RGT1 STE3
RGT1 YKL177W
RGT1 PIR3
RGT1 OAC1
RGT1 TEF4
RGT1 YKR012C
RGT1 YLR042C
RGT1 RPS0B
RGT1 SAM1
RGT1 RPL37A
RGT1 RPP0
RGT1 GAS2
RGT1 YLR349W
RGT1 URA4
RGT1 AIM33
RGT1 IMD4
RGT1 MIX17
RGT1 PLB2
RGT1 HXT2
RGT1 YMR057C
RGT1 ASC1
RGT1 RPL36A
RGT1 RPS10B
RGT1 ERR3
RGT1 PRM1
RGT1 BSC4
RGT1 NRD1
RGT1 RPL42A
RGT1 YNL150W
RGT1 HHF2
RGT1 AGA1
RGT1 YNR071C
RGT1 PAU6
RGT1 HXT11
RGT1 MDH2
RGT1 PHM7
RGT1 HSP10
RGT1 GLO4
RGT1 RPL3
RGT1 RPS30B
RGT1 YOR225W
RGT1 ISU2
RGT1 RPS10A
RGT1 MCH5
RGT1 YOR345C
RGT1 PYK2
RGT1 MEK1
RGT1 GDH1
RGT1 YPL229W
RGT1 YPL197C
RGT1 MF(ALPHA)1
RGT1 YPL113C
RGT1 YPL044C
RGT1 SRL4
RGT1 VTC3
RGT1 YLH47
RGT1 YAR053W
RGT1 YAR075W
RGT1 HHF1
RGT1 RPL4A
RGT1 TDH1
RGT1 YLL017W
RGT1 HXT12
MSA2 FMP45
MSA2 HSP12
BAS1 SEO1
BAS1 YAL064W
BAS1 VID24
BAS1 RAD16
BAS1 TKL2
BAS1 TPS1
BAS1 RTC2
BAS1 ARA1
BAS1 TOS1
BAS1 SSE2
BAS1 UMP1
BAS1 DTR1
BAS1 RPS6B
BAS1 SMP1
BAS1 YPC1
BAS1 GDT1
BAS1 RPS9B
BAS1 RPL21A
BAS1 OM14
BAS1 THI2
BAS1 YBR241C
BAS1 GPX2
BAS1 SPO23
BAS1 SDH8
BAS1 YBR284W
BAS1 YBR285W
BAS1 PHO89
BAS1 MAL33
BAS1 MAL32
BAS1 YCL049C
BAS1 SPS22
BAS1 GLK1
BAS1 GRX1
BAS1 HBN1
BAS1 FRM2
BAS1 AGP1
BAS1 YCL001W-A
BAS1 YCL001W-B
BAS1 CIT2
BAS1 YCR007C
BAS1 YCR013C
BAS1 SRD1
BAS1 RPS14A
BAS1 RRT12
BAS1 YCR061W
BAS1 AHC2
BAS1 TRX3
BAS1 GIT1
BAS1 SOR2
BAS1 THI13
BAS1 GYP7
BAS1 HO
BAS1 HBT1
BAS1 FMP45
BAS1 GDH2
BAS1 RTN2
BAS1 YDL199C
BAS1 RPL35A
BAS1 INH1
BAS1 GLT1
BAS1 UGX2
BAS1 ATG9
BAS1 RPL35B
BAS1 STF1
BAS1 YDL124W
BAS1 IWR1
BAS1 YDL114W
BAS1 TMA17
BAS1 NDE2
BAS1 RPS16B
BAS1 RPL13A
BAS1 RPL31A
BAS1 RAD59
BAS1 MCH1
BAS1 KNH1
BAS1 PRM7
BAS1 DIA3
BAS1 GPM2
BAS1 NTH1
BAS1 SNQ2
BAS1 RPL4B
